funcName,args,coverage,error
Api.getTaskInstances,"[""\""wEfXqrHmSOs4dB\"""", ""\""TTNbIZJmkL\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""6mVYd7OHrms9eRgaK6Dn\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""Pq00Io\"""", ""\""FUKKejrV9WnQFEaDX9gZ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""gs1AkQ6T\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""fmq5dOBSs\"""", ""\""aI0ED89xb\"""", ""\""du1Qo3FQ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getTaskInstances,"[""\""jUXSJRWXvrntFrPR\"""", ""\""boQ7\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""RdS\"""", ""\""eTSeGDn0PMZ\"""", ""\""78kq56l3nx0p\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getTaskInstances,"[""\""jBiHCiIr3gJWvKVZy\"""", ""\""XGcE3z\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""EPrD\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""SpWznKzzMUu2\"""", ""\""SBN\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""6DEM9nKA\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""LuPL5jo8YJE\"""", ""\""gLPQEHQr\"""", ""\""PI8UsFwGar\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.triggerDag,"[""\""RN6ZTvQL\"""", ""\""wFvpb\"""", ""\""QcB18xjr6xCdWCs\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getDagInfo,"[""\""OYzz2m9\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRun,"[""\""0sfySmPF\"""", ""\""ypNslF9wwp6\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""pIyIWirYs9Q\"""", ""\""T0KKVHkJGBK\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""bCDRyACa8i\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""b2lNVEBYp6rICwmyCfP\"""", ""false""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""jCjPVe0Xv4lz\"""", ""\""eAeNA\"""", ""\""9vDng0ioOSEW\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.cancelDagRun,"[""\""LQK3YuCuyXajJTah\"""", ""\""hXdI\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""9Ujnk3M\"""", ""\""8gqdd51Vc8vKqy4oN\"""", ""\""2bkVNjQ4d\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getDagRun,"[""\""ctV87dVrvUXpH1ZG\"""", ""\""8nquq4\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""H7ICzSDpBLCNzN\"""", ""\""XbCkX09W\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""2ThQS29dbVM\"""", ""\""3XoYIhyD\"""", ""\""VsB\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getDagRunHistory,"[""\""ODX\"""", ""902""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""IpHysIYl\"""", ""\""j6ScBrqxmhF\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""voZFGuNAhs2nZTEcmc\"""", ""\""A9LHEB1a\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""xyPNjBW2HHg\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""FeLCJgwU8MEzUfc\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""WQev2rMKl\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""Vwv51wakZJ9Aek\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""iEGXwfrHQ6K\"""", ""\""zjeGGoLyRnb8v1lXma\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""VfVF\"""", ""\""UADLzQIc4wdU\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""heZmr1YAcbk\"""", ""\""5xgqc3I\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""T3ZiNSj\"""", ""\""NGbz1yEu\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRunHistory,"[""\""MbB892l4T1fu1xWPouP\"""", ""603""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""hEoDrQWjJtkkMC8vns\"""", ""\""aPGDHV4\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRunHistory,"[""\""sxdmKqF0sqnHRZu\"""", ""80""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""ppT5dSOmGOKLmj\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""oFlRkQENNQbxL\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""w9QxAalvrgWt8cdxqlO\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""WeBHfNPajru\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""2Yw4yMfu\"""", ""\""5sy6cS5WCa3\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""cancelDagRun"", ""encode"", ""logToOutput"", ""showWarningMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request"", ""DagTreeView"", ""refresh"", ""loadDags"", ""getImportErrors"", ""setFilterMessage"", ""getBoolenSign"", ""loadState"", ""DagTreeDataProvider"", ""__webpack_require__"", ""activate""]}",
Api.getLastDagRunLog,"[""\""63Ip\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""SI30y8W4E0\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getHeaders,[],"{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getHeaders"", ""encode"", ""logToOutput""]}",
Api.getDagTasks,"[""\""t9eyw8XwknVheyP\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""8rbLc1r\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""Pg27T6JyhwYevkk\"""", ""\""ws0IJo6P0KI\"""", ""\""2Rbuaixdd8kaSpF\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getTaskInstanceLog,"[""\""mTG\"""", ""\""6WDpF9Q72Bi\"""", ""\""XaZl3BOKzgGaV\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""gelOYD6SczdUY\"""", ""\""R0QIqKL0Bh10BGZY5VN\"""", ""\""M7Ymggdb9\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""4PsPYl1\"""", ""\""0AaAoS\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""cJTCBxxyKmM5MuWo4pr\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""sqy79dtAzUdShJpd\"""", ""\""szKfTF3ff9kUk4LhAjq\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""3Ld2kI8GhAhgbMZxBZ\"""", ""\""rO6rHNAkzIwxI\"""", ""\""3Vri7jt01y6YZ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""y65zzx0nbSsH\"""", ""true""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""rlNCVTn8Lsrw\"""", ""\""PqxvrBhXadwkJVklsHTY\"""", ""\""fdODE1krsEJ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRun,"[""\""Mif4kb2rN\"""", ""\""jDtQgwFhhOp\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""NIE6YQp9Ql2rykF2tvO\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""ZjxFn21lJUXijf\"""", ""\""dJfnOHuZ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getImportErrors,[],"{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getImportErrors"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""IBmRo\"""", ""\""kphkgwBRn\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getSourceCode,"[""\""FfmXILH2dJhZafE5MLwZ\"""", ""\""7hCxkWqk6\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""HEPwNy3kffKWYduP\"""", ""true""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""6G2vczdtLd6Logs1\"""", ""\""T3o0N7SchglaryCAS9\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""TI2KQcjXIvfRvt\"""", ""\""Q6dJ9xSxBM2Z4KBwu\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""QDIrGtRaDC7EGR8rLG\"""", ""\""AJyExQAixEPHxG7\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRunHistory,"[""\""dmvLCZgnn\"""", ""304""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""mW3pXndCCq7xu\"""", ""true""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""9mTKY2SRjSAqGTW\"""", ""\""QfX\"""", ""\""l3uaYHl1M\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getSourceCode,"[""\""lBrdd0ptLrzr5t2QO\"""", ""\""oyAt\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getSourceCode"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""mULvI\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""bwVP6JS6BD84raLR\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagList,[],"{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-qomxhdms/airflow-vscode-extension-main/dist/extension.js"": [""getDagList"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
